nome,altura,largura,profundidade,peso,image_url,L_imagem,predict
Cadeira de Escritório Presidente Giratória Classic Br,122.0,61.0,51.0,15.0,https://product-hub-prd.madeiramadeira.com.br/847130/images/847130_1.jpg,922165052,58
Cadeira Giratória Zip Executiva Ergonômica Escritório,78.0,58.0,54.0,14.6,https://product-hub-prd.madeiramadeira.com.br/1502053/images/a063c717-39a9-4d31-b769-52b761c1730846073516cadeiragiratoriazipexecutivaergonomicaescritoriocrepepretolyamdecor79081440061681600x600.jpg,210800663,50
Cadeira de Escritório Florença Alta - Branco </h1>,52.0,84.0,88.0,12.0,https://product-hub-prd.madeiramadeira.com.br/146834328/images/238da9d3-9e0d-4e47-890c-ebf80471a6d0c41dba8e3abdfca54fe4d3e050.jpg,737423613,69
Cadeira Escritório Giratória Work Azul Relax Base Cro,67.0,68.0,111.0,11.0,https://product-hub-prd.madeiramadeira.com.br/950908788/images/5bd51af4-1f49-4aac-8ab8-c2bdee535e11f465d2060d0b5688f2326bb345.jpg,1661273825,1
Poltrona Decorativa Giratória Juliana Veludo MQ Decor,60.0,66.0,64.0,6.0,https://product-hub-prd.madeiramadeira.com.br/548010882/images/dfe9e808-0eb8-4aae-b49d-bca49c52dda73fa3cd372b7f2d3d85f4c706fa.png,0,10
Cadeira de Escritório Diretor Giratória Office Ávila ,104.0,60.5,58.0,9.5,https://product-hub-prd.madeiramadeira.com.br/344727/images/6ff04362-9885-4113-bb79-2d639e7eb865vatti78995174107603600x600.jpg,245272440,68
Cadeira de Escritório Diretor Giratória Executiva Add,89.0,70.0,70.0,13.56,https://product-hub-prd.madeiramadeira.com.br/1793966/images/2f6e6b09-00cf-479b-a44a-0ea0be5ee99a44465139cadeiradeescritoriodiretorgiratoriaexecutivaadditcrepepretolyamdecor79081440269681600x600.jpg,209628688,50
Cadeira Executiva LISA Base Trapézio – MARTIFLEX – Co,200.0,200.0,200.0,5.0,https://product-hub-prd.madeiramadeira.com.br/138746720/images/c2b09750-9aac-474a-a8d3-d3a7eed47c34151377719461.png,941762285,13
Cadeira Madeira Maciça com Braço King Castanho/Bege</,80.0,59.0,58.0,9.2,https://product-hub-prd.madeiramadeira.com.br/819707/images/81d6cd3d-efa8-461b-a491-bd70997bdb54f3184c94CadeiraKINGcombrao.jpg,3228696095,11
Cadeira Eames DKR Botonê Cinza Base Rodízio </h1>,83.0,47.0,43.0,3.0,https://product-hub-prd.madeiramadeira.com.br/3976891/images/391e89ac-367f-4071-8700-ba1f9bac4bc928173743cadeiraeamesdkrbotonecinzabaserodiziosku1629v167523471600x600.jpg,259811238,90
Cadeira Office em Tela com Rodízio 3314 Preto</h1>,90.0,60.0,49.0,12.0,https://product-hub-prd.madeiramadeira.com.br/1021695/images/aa91e113-6510-4468-bbc7-b320783f4c4135180584cadeiraofficeemtelacomrodizio3314ordesign78985992242651600x600.jpg,220420416,76
Cadeira Giratória Eames Colmeia Polipropileno Tiffany,51.0,111.0,81.0,13.0,https://product-hub-prd.madeiramadeira.com.br/492306145/images/26ac99f4-9c38-4251-bde1-78376f1d6664standard_resolution.jpg,722881576,18
Cadeira Ergonômica Executiva Nr17 Back System Escritó,54.0,50.0,47.0,12.0,https://product-hub-prd.madeiramadeira.com.br/944589591/images/54bf9e04-ff4b-4adc-ba14-84cd1c6d26087f239b977560844ffa839fae44.jpg,231050653,0
"Cadeira Work Presidente Comprealegre, 100% Nacional -",109.0,62.0,62.0,10.0,https://product-hub-prd.madeiramadeira.com.br/3686134/images/7b8d7071-95de-409b-a3a3-0bf264a8c7fe84581222cadeiraworkpresidentecomprealegre100nacionalbrancosku17v36372811348x500.jpg,117432223,84
Cadeira Presidente Giratória Braços Tecido Preto Pret,112.0,67.0,51.0,5.0,https://product-hub-prd.madeiramadeira.com.br/3392681/images/b202b35e-8de4-4b45-bd40-44bcda34661886233110cadeirapresidentegiratoriabracostecidopreto237952041600x600.jpg,221240449,76
poltrona presidente extra giratória COURISSIMO GOMADA,1.0,70.0,70.0,9.0,https://product-hub-prd.madeiramadeira.com.br/4293867/images/ff8516fb-7d03-4ec2-9f13-d382d7692fe945084832poltronapresidenteextragiratoriacourissimogomadapretates0532pt52102471500x500.jpg,59009981,80
Cadeira Giratória Internauta Executiva Premium Preta ,65.0,65.0,65.0,15.0,https://product-hub-prd.madeiramadeira.com.br/4534931/images/94357e01-ce5c-462b-b01d-c2ffcd24eac47f7b316c73d9450ba8afeef1bf.jpg,637424068,63
Cadeira Gamer Vickers Preta/Vermelha Fortrek </h1>,67.0,65.0,85.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2637578/images/c564638b-a5fa-4bb6-a12f-25e4312a72a566810440cadeiragamervickerspretavermelhafortreksku457555451600x600.jpg,233457251,89
Cadeira Pés em Aço 80cm Tutti Grifit Branco</h1>,80.0,51.0,54.0,2.73,https://product-hub-prd.madeiramadeira.com.br/647613/images/1cda2325-47b2-47bc-8686-78d36efec493tuttigrifit64761311600x600.jpg,261482688,90
Cadeira de escritório presidente eames Kelter V302 Br,127.0,118.0,127.0,10.0,https://product-hub-prd.madeiramadeira.com.br/156208097/images/70d44566-e51a-4c0e-a5eb-88b6f9c87633517082d3f89fbd26e5c2277923.jpg,741476614,69
Cadeira de Escritório Giratória - em Couro Pu com Rel,101.0,45.0,47.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1016138/images/f6da821d-99c7-4bd8-90da-02d8b940d2c8cadeiradeescritoriogiratoriaemcouropucomrelax91131.jpg,448727367,30
Cadeira Giratória Internauta Executiva Premium Gomada,65.0,60.0,70.0,12.0,https://product-hub-prd.madeiramadeira.com.br/4543426/images/57750e07-a881-4fb3-ab40-603ba48d699a87720394cadeiragiratoriainternautaexecutivapremiumgomadamarromint110525marr102471321x500.jpg,91752594,42
Cadeira de Escritório Executiva com Braços Marrom Rv ,37.0,46.0,42.0,6.0,https://product-hub-prd.madeiramadeira.com.br/4303297/images/8a00e380-00f0-4e00-ad4c-e56c4375bbc395699310cadeiradeescritorioexecutivacombracomarromrvcebrv153c865541357x600.jpg,117667499,84
Cadeira Secretaria Giratoria Bolt BC - Couro Sintetic,88.0,84.0,53.0,3.0,https://product-hub-prd.madeiramadeira.com.br/245951715/images/68142f09-5ac2-4c31-8c6e-cec978504045ariacao2596120180815144544.jpg,266953679,19
Cadeira de Escritório Betina - Preta Preto</h1>,78.0,60.0,40.0,7.0,https://product-hub-prd.madeiramadeira.com.br/3532256/images/04d880bd-3887-404d-bad3-e65034162bf015800444cadeiradeescritoriobetinapreta201017730631600x600.jpg,232408208,89
Cadeira Gamer Moobx Thunder Reclinável com Braços Reg,81.0,88.0,53.0,15.0,https://product-hub-prd.madeiramadeira.com.br/2885839/images/5cabde0a-02db-4f58-9b0a-6f167bebd86932370525cadeiragamermoobxthunderreclinavelcombracoregulavel78986734806621600x600.jpg,219531510,76
Cadeira de Escritório Madrid Cromada Sem Braços Preta,67.0,111.0,84.0,33.0,https://product-hub-prd.madeiramadeira.com.br/1021475/images/687f0bef-aa23-4ebd-a307-3872a384ebdc55456846cadeiradeescritoriomadridcromadasembracopretaor330178985992236711600x600.jpg,219404000,76
Cadeira Escritório Giratória Operativa Secretária Plu,105.2,42.5,39.9,10.88,https://product-hub-prd.madeiramadeira.com.br/854386/images/854386_1.jpg,878184693,99
Cadeira de Escritório Secretária Giratória com Braços,66.0,84.0,127.0,3.0,https://product-hub-prd.madeiramadeira.com.br/4266793/images/3a10efe2-2bd3-4183-8379-06bfca73893190339113cadeiradeescritoriosecretariagiratoriacombracoregulavelgatilhotecidoqualiflexpretosku147v9569471500x500.jpg,161037685,16
Cadeira Gamer Moobx Thunder Preto + Escrivaninha 2 Ga,68.0,81.0,68.0,23.0,https://product-hub-prd.madeiramadeira.com.br/4200942/images/7dbecc12-c98f-41fb-b86e-dc18f0d31f7083137838cadeiragamermoobxthunderpretoescrivaninha2gavetaspreta1436165371600x600.jpg,137904167,71
Cadeira de Escritório Tóquio - Preta </h1>,84.0,67.0,53.0,3.0,https://product-hub-prd.madeiramadeira.com.br/108141773/images/d2c76d11-2688-4bc8-8f92-4610aa123de526144ddca9f39d14049cfb3894.jpg,669878535,61
Mocho de Estetica Livia BC - Cinza claro </h1>,84.0,96.0,111.0,6.0,https://product-hub-prd.madeiramadeira.com.br/149596400/images/0f944013-0b89-48eb-83bd-f746a03a78e4ariacao1052120170912164457.jpg,314254090,64
Cadeira Mocho Slim Rosa Giratória </h1>,90.0,55.0,65.0,7.5,https://product-hub-prd.madeiramadeira.com.br/2619446/images/1101ea91-458d-410d-820e-15307279897b46085885cadeiramochoslimrosagiratoriaprdblhyp8keyi24j1791599x600.jpg,240594641,32
Cadeira de Escritório para Obesos até 200kg </h1>,127.0,57.0,48.0,6.0,https://product-hub-prd.madeiramadeira.com.br/3192539/images/98934453-94b5-4e3b-b3e6-909b5e46a73352332525cadeiraparaescritorioparaobesosate200kgpretodo000100smpl771551400x600.jpg,140155994,51
Cadeira Presidente Mesh Preta - Or3312 </h1>,113.0,55.0,48.0,14.0,https://product-hub-prd.madeiramadeira.com.br/1912861/images/5273944b-f82a-47fc-a06b-1b03841a003c36240839cadeirapresidentemeshpretaor331279081462123521600x600.jpg,243821348,68
Cadeira para Escritório para Obesos até 250kg Preto <,118.0,118.0,127.0,15.0,https://product-hub-prd.madeiramadeira.com.br/444160429/images/b17a83d1-0b9f-4fa1-8e6e-f4b084a54359Km5wJId.jpg,440511533,91
Cadeira Eames Colmeia com Base Giratória Preto</h1>,80.5,46.5,46.5,5.0,https://product-hub-prd.madeiramadeira.com.br/2928622/images/2bdddab3-d3f3-47e5-9edb-042fc8976ca269300937cadeiraeamescolmeiacombasegiratoriapreto200880730631600x600.jpg,231045486,0
Cadeira de Escritório Anm312 Presidente Giratória Ani,84.0,88.0,81.0,12.0,https://product-hub-prd.madeiramadeira.com.br/170750389/images/9c8898fe-9c60-4019-9fc4-45f2aa843dcc41c5ae4b1538d3405bfa103813.jpg,654646245,28
Cadeira de Escritório Presidente Executiva New Onix C,117.0,66.0,71.0,24.0,https://product-hub-prd.madeiramadeira.com.br/1707236/images/5c22eb41-c148-4d39-87c5-4cdf06eb036832700541cadeiradeescritoriopresidenteexecutivanewonixcouroecologicopretolyamdecor79081440086051600x600.jpg,209300430,50
Cadeira de Escritório Giratória Tela com Braços Rv - ,54.0,46.0,42.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2769644/images/a051a489-5c02-4a0a-8567-fb8ff43e115526437328cadeiraescritoriogiratoriatelacombracorvturquesa78980012985631366x600.jpg,120037347,84
Cadeira Presidente Tela Mk - 4011T - Cor Preto - Makk,136.0,118.0,52.0,15.0,https://product-hub-prd.madeiramadeira.com.br/4318688/images/fb569c8f-f740-4c45-b20f-abfe59a12c1198301519cadeirapresidentetelamk4011tcorpretomakkon300383003821831600x600.jpg,237843297,32
Cadeira Executiva Costurada Giratória com Braços Regu,51.0,67.0,53.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2688653/images/1c3bad3b-b991-4f90-8245-a402319b120848443296cadeiraexecutivacosturadagiratoriacombracosregulaveismartiflexcorpreta3100531005m21831600x600.jpg,223451691,76
Cadeira de Escritório Presidente Pelegrin PEL-9025 Ci,96.0,48.0,66.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1500408/images/8b89d3e9-1431-493c-80b8-95f80d9bdbf247917333cadeiradeescritoriopresidentepelegrinpel9025cinza78986259858491600x600.jpg,242520737,32
Cadeira Secretária Almofadada Giratória para Escritór,88.0,40.0,96.0,19.0,https://product-hub-prd.madeiramadeira.com.br/694307468/images/fce44c03-fbc8-4f03-bc08-f4a1f28fd511f9a9b809de20bb60a2ce26a48b.jpg,969355720,77
Cadeira Caixa Alta Secretária Couro Eco Sapata Fixa: ,116.0,51.0,53.0,6.0,https://product-hub-prd.madeiramadeira.com.br/4422185/images/2b1d0f13-cd32-4c45-be7f-50a279eb612466890649cadeiracaixaaltasecretariacouroecosapatafixapretoag405vt6552041600x600.jpg,233925286,89
Cadeira Eames Base Madeira Or Design Marrom</h1>,86.0,45.0,40.0,4.62,https://i.ytimg.com/vi_webp/QvoGjRVwkQM/sddefault.webp,252838731,46
Cadeira de Escritório Eames Eiffel Giratória Cinza Ci,81.5,47.0,65.0,10.0,https://product-hub-prd.madeiramadeira.com.br/2081596/images/5a8568b6-2880-4be6-bdad-d6d6410801ad40219059cadeiradeescritorioeameseiffelgiratoriacinza200579530631600x600.jpg,252076434,46
Cadeira Base Cromada Eames Arm Office DSW-M  Amarelo<,89.0,62.0,69.0,6.1,https://product-hub-prd.madeiramadeira.com.br/656676/images/466050c4-f57e-4c36-9c64-82f03a84fefaoriotiffany65667611600x600.jpg,249826032,46
Cadeira de Escritório Sky Fixa Couro Sintético Preto ,85.0,58.0,69.0,11.5,https://product-hub-prd.madeiramadeira.com.br/1794034/images/f93c2196-f8b8-4a11-9d1e-a823a510523934465654cadeiraparaescritorioskyfixacourosinteticopretolyamdecor79081440285801600x600.jpg,214768641,50
Cadeira Fixa Diretor Fire - Tecido J.Serrano - Preto ,68.0,52.0,51.0,8.0,https://product-hub-prd.madeiramadeira.com.br/860251574/images/2fd6c4e3-6c21-49de-8ff9-219dfa60b51cariacao1214120160808172635.jpg,75357827,24
Cadeira Para Escritório E Home Office Zara Base Girat,118.0,58.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/499401281/images/057efcd0-22ff-4c0d-8cc4-7685a6ea5213dc9f9fa9cab5c185a4728x1047.jpg,479204010,75
Cadeira Allegra Solna Or Design Verde</h1>,83.5,54.0,43.0,4.17,https://product-hub-prd.madeiramadeira.com.br/493140/images/04cef7a9-4021-4cc3-902a-f3802cca47edesign78985992298401600x600.jpg,267983795,19
Cadeira Empilhavel Iso Azul </h1>,52.0,66.0,66.0,12.0,https://product-hub-prd.madeiramadeira.com.br/4473626/images/f726a033-4f66-45b3-aa7d-29a010b2315710204730cadeiraempilhavelisoazul3572703126441440x600.jpg,169563389,45
Cadeira Gamer Home Office Branco</h1>,122.0,84.0,79.0,8.5,https://product-hub-prd.madeiramadeira.com.br/3458516/images/0da33232-16ed-48d7-89ba-d2ab4185ad5166273879cadeiragamerhomeoffice1600x600.jpg,266095971,19
Cadeira Gamer Vickers Preta/Azul Fortrek </h1>,88.0,65.0,85.0,8.0,https://product-hub-prd.madeiramadeira.com.br/2637600/images/9fea4cfb-d9f1-409a-bfb2-2d733e50f4b237204654cadeiragamervickerspretaazulfortreksku456955451600x600.jpg,230725505,0
Cadeira Hoteleira Auditório Empilhável Linho M23 Verd,84.0,53.0,51.0,14.0,https://product-hub-prd.madeiramadeira.com.br/135670807/images/ef45b2d3-6146-4c56-94e9-33e895a64b9f60fe2fe410bc898fc4cffb93f4.jpg,574215166,23
Cadeira para Sala de Jantar Alvorada Casa Contemporân,85.0,52.0,60.0,8.2,https://product-hub-prd.madeiramadeira.com.br/832959/images/cd3908b3-77f8-4aba-9853-ff3c79d626a4ocemarrom1678102719200zoom.jpg,938726923,13
Cadeira Presidente BAIXA COSTURADA – Braço Corsa – CO,200.0,200.0,200.0,50.0,https://product-hub-prd.madeiramadeira.com.br/539326722/images/19cd0ab0-1d30-408b-a396-c86b18e48a6bcc4b5a66089d37d0952d2456c6.jpg,380391932,86
Cadeira Game New Wg-02 Branco Branco</h1>,106.0,62.0,59.0,16.0,https://product-hub-prd.madeiramadeira.com.br/530624424/images/923ff172-b083-4309-9f8f-17b1c070def4beef1c9863fcc19bba7e29b931.jpg,993836904,27
Cadeira Presidente Design Charles Eames em Couro Pu P,118.0,45.0,118.0,3.0,https://product-hub-prd.madeiramadeira.com.br/1447391/images/428f18cd-3159-4ae2-970f-432a550a16e617913364cadeirapresidentedesigncharleseamesemcouropupretapelegrinpel7089h378986259847361387x600.jpg,138914142,51
CADEIRA EAMES COM BRAÇO ROSA OFFICE CROMADA </h1>,92.0,63.0,111.0,10.0,https://product-hub-prd.madeiramadeira.com.br/388595403/images/b80f4619-3a59-4bd1-a8be-3d865abada0c78681649684966220110241024.jpg,771741835,39
Cadeira de Escritório Secretária Rce Cor Bege </h1>,82.0,42.0,39.0,3.0,https://product-hub-prd.madeiramadeira.com.br/3897098/images/500cb782-f1c6-4229-aa49-6384121abc1828014462cadeiraescritoriosecretariarcecorbegecsrce085365541372x600.jpg,135843391,71
Cadeira Secretária Giratória Sem Braço </h1>,50.0,30.0,50.0,10.0,https://product-hub-prd.madeiramadeira.com.br/2619231/images/7ed5d558-e4a8-4463-bd49-0abc5d88384584905068cadeirasecretariagiratoriasembracoprdtqq2dacs28p0j1791600x600.jpg,243767048,68
Kopenhagen Presidente - Preto Preto</h1>,84.0,67.0,111.0,12.0,https://product-hub-prd.madeiramadeira.com.br/711514027/images/68b31587-8f4b-445c-8669-3beba36921c0962499c8bf1547042033d3bed7.jpg,69868190,24
Cadeira de Escritório Florença Baixa - Caramelo </h1>,113.0,75.0,75.0,12.0,https://product-hub-prd.madeiramadeira.com.br/4437484/images/dfa9e5b0-5c8a-4671-af2a-6b760e479e7e70742975cadeiradeescritorioflorencabaixacaramelosku1645v172123471600x600.jpg,251685009,46
Cadeira de Escritório Secretária com Braços Bege Rce ,82.0,42.0,39.0,3.0,https://product-hub-prd.madeiramadeira.com.br/4303730/images/e7aa057a-8428-46d9-b462-6c190a687ae529702496cadeiradeescritoriosecretariacombracobegercecsbrce110c865541372x600.jpg,131796937,71
Cadeira de Escritório Addit Tela Mesh Ergonômica com ,89.0,70.0,70.0,14.0,https://product-hub-prd.madeiramadeira.com.br/3063017/images/159915cf-1097-485f-98e8-2e2f2f0873ba66800468cadeiradeescritorioaddittelameshergonomicacombracosn17abnttecidocrepefrisokarlaransku43v3969471600x600.jpg,243525416,68
Cadeira Gamer Ec3 Thunderx3 Preto/Vermelho</h1>,128.0,69.0,54.0,22.6,https://product-hub-prd.madeiramadeira.com.br/1992077/images/c8126329-eeec-4a25-a720-3d1cd6f83c1e60770473cadeiragamerec3thunderx351906311600x600.jpg,215063660,50
Cadeira Gamer Dazz Prime-X V2 62000155 Preto/Azul SE ,53.0,66.0,96.0,15.0,https://product-hub-prd.madeiramadeira.com.br/853104092/images/a0b5bc4d-f09f-4ca8-948f-10649bd640b7azulsez3638016773550773661.jpg,617363923,72
Cadeira Charles Eames Wood Vision Design - Branca Bra,82.0,48.5,84.0,13.0,https://product-hub-prd.madeiramadeira.com.br/2839820/images/4fd69c0d-e9cf-4b81-986f-14a6d7a1983231zoom1000x1000.jpg600x600.jpg,271975931,19
Cadeira Gamer Profissional Original SuperMan Giratóri,79.0,68.0,65.0,20.0,https://product-hub-prd.madeiramadeira.com.br/215466703/images/4d260788-f46f-413b-beed-62f0795c9075standardresolution.jpg,560526207,43
Cadeira Addit Diretor Frisokar Preta </h1>,89.0,57.0,59.0,11.0,https://product-hub-prd.madeiramadeira.com.br/1757386/images/7ed07352-25b9-44e1-b5ab-680042435e2e65830480cadeiraadditdiretorfrisokarpreta2534571600x600.jpg,242674961,68
Cadeira Office Tok 3310 Sem Relax C/ Encosto Tela  Ci,53.0,127.0,51.0,10.0,https://product-hub-prd.madeiramadeira.com.br/162763327/images/cdf70456-51c6-4ce8-829c-4c95dcde03a7Movely20OR3310BAIXA20CINZA.jpg,1147347639,22
Cadeira Fixa Secretaria Polo - Couro Sintetico Corano,52.0,81.0,84.0,9.0,https://product-hub-prd.madeiramadeira.com.br/181562220/images/3d577607-48fd-4c35-a2d0-d010528af1d3ariacao1108120170728141310.jpg,269841257,19
Cadeira Presidente Darix Ergonômica com NR17 Assento ,67.0,70.0,59.0,20.0,https://product-hub-prd.madeiramadeira.com.br/657235197/images/a6713472-d4fe-444a-8b97-6480437c6d616e2e131f79fbf331d24ff5f758.png,0,10
Cadeira Gamer Barata Giratória com Ajuste de Altura O,96.0,51.0,118.0,15.0,https://product-hub-prd.madeiramadeira.com.br/2729672/images/d253d39d-7978-44c6-a856-6e1fa47a5d8396382893cadeiragamerbaratagiratoriacomajustedealturaofficesetupgamecorvermelhasku8355361600x450.jpg,183355272,82
Cadeira de Escritório Gamer Branca </h1>,107.0,50.0,46.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2124054/images/ca27c284-157d-4832-9f74-2d00420a688860860444cadeiradeescritoriogamerbranca30841241600x600.jpg,240589801,32
Cadeira de Escritório Giratória Executiva Ergonômica ,89.0,58.0,58.0,6.3,https://product-hub-prd.madeiramadeira.com.br/2226041/images/6f8ae35a-36f4-4f75-a8f8-cebfa3cda84d77601021cadeiradeescritoriogiratoriaexecutivaergonomicaeconomycoranopretolyamdecor79081440434841600x600.jpg,221002074,76
Cadeira Secretária de Escritório Giratória Mesh Preta,81.0,52.0,96.0,9.0,https://product-hub-prd.madeiramadeira.com.br/244174183/images/8d1bfce6-a829-429a-821a-f3485d1f17ca4387ab416fb59b60ec90517732.jpg,95235053,42
Cadeira Brizza Presidente Soft </h1>,110.0,50.5,45.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4659704/images/a060e4e0-7654-4613-88d2-c1230601114095379831cadeirabrizzapresidentesoftcad1104a125991600x600.jpg,236531609,89
Cadeira de Escritório Giratória Tela com Braços Rv - ,54.0,46.0,42.0,5.0,https://product-hub-prd.madeiramadeira.com.br/2769642/images/17ffe378-0e0c-4664-b43a-89e6f61cacf348437796cadeiraescritoriogiratoriatelacombracorvrosa78919297192261366x600.jpg,119113671,84
Cadeira Gamer DN2 Preto DRAXEN Preto</h1>,135.0,67.0,76.0,19.5,https://product-hub-prd.madeiramadeira.com.br/253437867/images/d8cc16de-a786-4636-8aa5-09254b63f83e0103281.jpg,628445863,12
Cadeira de Escritório Presidente Big Munique Confort ,88.0,67.0,96.0,120.0,https://product-hub-prd.madeiramadeira.com.br/316636859/images/ecf42764-7de1-4fcb-96c4-1811b1d1fe20PT64d121e2ef85cf080515c18d.jpg,630148708,12
Cadeira Gamer Warrior Tongea Rosa - Ga192 Ga192 </h1>,68.0,81.0,111.0,5.0,https://product-hub-prd.madeiramadeira.com.br/3151376/images/c4024227-8d65-4f2e-bdf4-d167da0f533975105318cadeiragamerwarriortongearosaga192ga19254367821600x600.jpg,236757511,89
Mocho Estética Secretária Marrom Cadeira Brasil </h1>,54.0,58.0,58.0,8.5,https://product-hub-prd.madeiramadeira.com.br/2623981/images/51cb3c62-732d-4936-a196-b9ccac3223ba83450520mochoesteticasecretariamarromcadeirabrasilprd67x04fv0h1qw21791516x600.jpg,196398842,31
Cadeira Giratória para Escritório Premier Office - Ly,97.0,57.0,50.0,11.3,https://product-hub-prd.madeiramadeira.com.br/1638452/images/46f3edb7-01fe-4f13-8ff6-61603d4c374a36631636cadeiragiratoriaparaescritoriopremierofficelyamdecor78986331202561600x600.jpg,218350103,76
Cadeira Caixa Alta Secretária Couro Eco com Rodízios ,116.0,53.0,55.0,6.0,https://product-hub-prd.madeiramadeira.com.br/4422402/images/39be2684-8807-4b9a-842d-65796715b51491351392cadeiracaixaaltasecretariacouroecorosacomrodiziosag406t4652041600x600.jpg,245589877,68
Cadeira Escritório Diretor Ergonomica Preto </h1>,62.0,28.5,59.0,11.0,https://product-hub-prd.madeiramadeira.com.br/723116982/images/ce74a872-7259-443d-b24e-54181c8edb41151571141930114951.jpg,641702806,63
Cadeira Presidente ULTRA Giratória Cromada - ENJOY - ,127.0,127.0,127.0,11.0,https://product-hub-prd.madeiramadeira.com.br/676277109/images/e68dbf9e-fe3a-4530-ad05-a065fcb3cffd15128138632poltrona1.png,986542802,33
Cadeira Hidráulica Salão Barbeiro Pelegrin PEL-04Aa P,90.0,63.0,81.0,9.0,https://product-hub-prd.madeiramadeira.com.br/669139745/images/de74d291-a3a7-4fd3-b01d-74abd2aea4ebstandardresolution.jpg,557900407,43
Cadeira para Escritório Presidente Twister Autocompen,74.0,39.0,64.0,15.0,https://product-hub-prd.madeiramadeira.com.br/4425259/images/4494bad2-cac3-4d17-9f76-2956677ee279reta306099811878451522x600.jpg,191406297,82
Cadeira Eames Arm Eiffel DSW-M  Fendi</h1>,81.0,62.0,61.0,4.2,https://product-hub-prd.madeiramadeira.com.br/656148/images/1049bdd6-03d1-4a78-b699-f3531fd8ef3doriotiffany65614811600x600.jpg,249677566,46
Cadeira de Escritório Diretor Lyon Ergonômica com Bra,100.0,63.0,84.0,11.0,https://product-hub-prd.madeiramadeira.com.br/4342523/images/68f44890-ffee-46f5-ba64-2682e9a082d473471054cadeiradeescritoriodiretorlyonergonomicacombracosn17abnttecidoqualiflexazulsku85v6569471500x500.jpg,155975760,97
Cadeira Gamer Star com Encosto Reclinável e Função Re,53.0,55.0,127.0,6.0,https://product-hub-prd.madeiramadeira.com.br/3005899/images/8856481d-129c-4676-933a-56a9444c060690320425cadeiragamerstaremcouropureclinavelpretaevermelha7000033070a78451600x600.jpg,243948715,68
Cadeira de Escritório Executiva Costurada Base Trapéz,111.0,111.0,81.0,11.0,https://product-hub-prd.madeiramadeira.com.br/2688461/images/92cce5e7-5e05-4883-940a-16af38a0606d73905793cadeiradeescritorioexecutivacosturadabasetrapeziomartiflexcorinopreto3103121831600x600.jpg,237834472,32
Cadeira de Escritório Secretária com Braços Rce Bege<,68.0,42.0,39.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2768899/images/4f1d5123-5d7d-45e2-a203-9573ddb69e1881060661cadeiraescritoriosecretariacombracorcebege78978836420681372x600.jpg,131735599,71
Cadeira de Escritório Giratória Tela com Braços Marro,107.0,46.0,42.0,13.0,https://product-hub-prd.madeiramadeira.com.br/4299928/images/17f18916-035a-4f7d-9360-7c6750bf54b880753775cadeiradeescritoriogiratoriatelacombracomarromrvctbrv228c865541366x600.jpg,117630343,84
Cadeira de Escritório Giratória Presidente Work Compr,100.0,62.0,62.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2779570/images/54c80aa5-2629-42ef-9f6d-c25854ecf12410259280cadeiraescritoriogiratoriapresidenteworkcomprealegrerelaxcromadaroseglod100nacional141414141467101368x366.jpg,93970212,42
Cadeira Eiffel Gomos Veludo Estofada Base Madeira - G,89.0,42.0,67.0,7.0,https://product-hub-prd.madeiramadeira.com.br/2666076/images/f3777e35-3e74-447b-af08-2f887bb05013afite79080672232461600x600.jpg,255243230,46
Cadeira Mocho Plus Giratória Rv Azul Escuro Azul Escu,79.0,38.0,52.0,6.0,https://product-hub-prd.madeiramadeira.com.br/3897401/images/b4c5ea60-5c01-4a2e-ae54-77e1a1aa3def65034921cadeiramochoplusgiratoriarvazulescurocmprv052365541393x600.jpg,134956670,71
Cadeira Base Cromada Com Rodízio Eames Office  Azul B,89.0,56.0,61.0,5.4,https://product-hub-prd.madeiramadeira.com.br/657505/images/a3dd2921-ba20-4e72-8815-2dafda223a90oriotiffany65750511600x600.jpg,246654165,68
Cadeira de Escritório Presidente Boss Base Cromada Co,81.0,66.0,52.0,11.0,https://product-hub-prd.madeiramadeira.com.br/517326788/images/b27ec59a-a96a-4bf5-964d-eb96b476089c15167576252marrom.jpg,1545261165,38
Cadeira Gamer Vickers Preta/Verde Fortrek </h1>,67.0,65.0,85.0,6.0,https://product-hub-prd.madeiramadeira.com.br/2637607/images/d15e276c-b09e-4ce4-890f-2c94267ca28077202022cadeiragamervickerspretaverdefortreksku457355451600x600.jpg,235577208,89
Cadeira de Escritório Ergonômica Giratória Grafite Pr,96.0,51.0,67.0,16.0,https://product-hub-prd.madeiramadeira.com.br/261930641/images/421da12b-c742-4f9e-8258-16b21d0cf6f894002016604107411660410741.jpg,691617513,7
Cadeira Giratória Presidente com Costura Preta</h1>,66.0,118.0,111.0,4.0,https://product-hub-prd.madeiramadeira.com.br/1804713/images/f8e6356b-2c69-4c8a-ba18-14dfff42c2dd58612277cadeiragiratoriapresidentecomcosturasku16518661600x600.jpg,217939092,76
